"n"
"Carotenoids (C50, γ-γ)" 3
"Carotenoids (C50, ε-ε)" 8
"Carotenoids (C50, Ψ-Ψ)" 18
"Caryolane sesquiterpenoids" 37
"Caryophyllane sesquiterpenoids" 1348
"Casbane diterpenoids" 17
"Cassane diterpenoids" 144
"Catechols with side chains" 380
"Cedrane and Isocedrane sesquiterpenoids" 182
"Cembrane diterpenoids" 371
"Cephalosporins" 83
"Cephalotaxus alkaloids" 32
"Cephamycins" 1
"Ceramides" 78
"Cericerane sesterterpenoids" 6
"Chalcones" 1423
"Chamigrane sesquiterpenoids" 183
"Cheilanthane sesterterpenoids" 25
"Chiloscyphane sesquiterpenoids" 5
"Cholane steroids" 47
"Cholestane steroids" 2809
"Chromones" 624
"Cinnamic acid amides" 216
"Cinnamic acids and derivatives" 4784
"Cinnamoyl phenols" 44
"Clavams" 13
"Clavulones" 36
"Cleistanthane diterpenoids" 47
"Clovane sesquiterpenoids" 60
"Colensane and Clerodane diterpenoids" 886
"Coloratane sesquiterpenoids" 28
"Copaane sesquiterpenoids" 398
"Copacamphane sesquiterpenoids" 15
"Corynanthe type" 876
"Coumarinolignans" 86
"Coumaronochromones" 60
"Coumestan" 190
"Cryptophycins" 7
"Cubebane sesquiterpenoids" 267
"Cucurbitane triterpenoids" 420
"Cuparane sesquiterpenoids" 157
"Cyano esters" 2
"Cyanogenic glycosides" 251
"Cyathane diterpenoids" 72
"Cyclic peptides" 1512
"Cyclitols" 320
"Cycloabietane diterpenoids" 24
"Cycloamphilectane diterpenoids" 2
"Cycloapotirucallane triterpenoids" 20
"Cycloartane triterpenoids" 890
"Cyclobisabolane sesquiterpenoids" 11
"Cycloeudesmane sesquiterpenoids" 139
"Cyclofarnesane sesquiterpenoids" 45
"Cyclolaurane sesquiterpenoids" 18
"Cyclonerane sesquiterpenoids" 32
"Cyclophytane diterpenoids" 85
"Cyclopiane diterpenoids" 9
"Cyclopiazonic acid-tpye tetramate alkaloids" 25
"Cytochalasan alkaloids" 184
"Cytosporins" 8
"Dactylomelane diterpenoids" 24
"Dammarane and Protostane triterpenoids" 668
"Daphnane diterpenoids" 87
"Daucane sesquiterpenoids" 148
"Decalins with 2-pyrones" 10
"Decalins with side chains" 102
"Depsides" 319
"Depsidones" 232
"Depsipeptides" 185
"Devadarane diterpenoids" 2
"Diacylglycerols" 35
"Dialkylresorcinols" 26
"Diarylether type diarylheptanoids" 64
"Dibenzocyclooctadienes lignans" 161
"Dibenzylbutane lignans" 244
"Dibenzylbutyrolactone lignans" 427
"Dicarboxylic acids" 395
"Dihydroflavonols" 869
"Dimeric phloroglucinols" 107
"Dipeptides" 299
"Disaccharides" 652
"DKXanthenes and derivatives" 1
"Dolabellane diterpenoids" 72
"Dolastane diterpenoids" 44
"Dolichols" 2
"Drimane sesquiterpenoids" 344
"Duclauxin and derivatives" 18
"Dunniane sesquiterpenoids" 2
"Ecdysteroids" 357
"Elemane sesquiterpenoids" 741
"Elfamycins" 28
"Enediynes" 21
"Epothilones" 15
"Epoxy fatty acids" 46
"Epoxyeicosatrienoic acids" 2
"Eremane diterpenoids" 1
"Eremophilane sesquiterpenoids" 619
"Ergostane steroids" 1177
"Ergot alkaloids" 115
"Ericamycins" 43
"Erythromycins" 210
"Erythroxylane diterpenoids" 36
"Estrane steroids" 80
"Eudesmane sesquiterpenoids" 1819
"Eunicellane diterpenoids" 57
"Farnesane sesquiterpenoids" 633
"Fasamycins and derivatives" 15
"Fatty acid estolides" 12
"Fatty acyl carnitines" 29
"Fatty acyl CoAs" 51
"Fatty acyl glycosides of mono- and disaccharides" 170
"Fatty alcohols" 1654
"Fatty aldehydes" 495
"Fatty ethers" 6
"Fenchane monoterpenoids" 129
"Fernane and Arborinane triterpenoids" 132
"Filicane triterpenoids" 20
"Flavan-3-ols" 1270
"Flavandiols (Leucoanthocyanidins)" 130
"Flavanones" 2102
"Flavans" 107
"Flavones" 4682
"Flavonolignans" 32
"Flavonols" 5515
"Flavonostilbenes" 4
"Friedelane triterpenoids" 700
"Fukinane sesquiterpenoids" 31
"Fungal cyclic polyketides (Miscellaneous)" 40
"Fungal DPEs" 104
"Furanoabietane diterpenoids" 44
"Furanoid lignans" 455
"Furans" 238
"Furocoumarins" 908
"Furofuranoid lignans" 1049
"Furostane steroids" 376
"Fusicoccane diterpenoids" 74
"Fusidane triterpenoids" 24
"Gallotannins" 1116
"Gammacerane triterpenoids" 26
"Germacrane sesquiterpenoids" 2382
"Gersemiane diterpenoids" 2
"Gibberellins" 253
"Glucosinolates" 162
"Glutinane triterpenoids" 95
"Glycerophosphates" 13
"Glycerophosphocholines" 34
"Glycerophosphoethanolamines" 16
"Glycerophosphoglycerols" 23
"Glycerophosphoglycerophosphates" 1
"Glycerophosphoglycerophosphoglycerols" 6
"Glycerophosphoinositol phosphates" 2
"Glycerophosphoinositolglycans" 2
"Glycerophosphoinositols" 11
"Glycerophosphoserines" 4
"Glycosyldiacylglycerols" 65
"Glycosylglycerophospholipids" 4
"Glycosylmonoacylglycerols" 27
"Gorgonane sesquiterpenoids" 13
"Grayanotoxane diterpenoids" 67
"Griseofulvins" 38
"Guaiane sesquiterpenoids" 1592
"Guanacastane diterpenoids" 9
"Gymnomitrane sesquiterpenoids" 56
"Halimane diterpenoids" 154
"Halogenated hydrocarbons" 37
"Hamigerane sesquiterpenoids" 6
"Hapalindole alkaloids" 29
"Hasubanan alkaloids" 70
"Hepoxilins" 5
"Herbertane sesquiterpenoids" 15
"Heterocyclic fatty acids" 8
"Himachalane sesquiterpenoids" 90
"Hirsutane sesquiterpenoids" 39
"Homoerythrina alkaloids" 31
"Homofarnesane sesquiterpenoids" 2
"Hopane and Moretane triterpenoids" 199
"Humbertiane sesquiterpenoids" 6
"Humulane sesquiterpenoids" 767
"Hydrocarbons" 842
"Hydroperoxy fatty acids" 9
"Hydroxy fatty acids" 467
"Hydroxy-hydroperoxyeicosapentaenoic acids" 13
"Hydroxy-hydroperoxyeicosatetraenoic acids" 23
"Hydroxy-hydroperoxyeicosatrienoic acids" 6
"Iboga type" 216
"Icetexane diterpenoids" 65
"Illudalane sesquiterpenoids" 99
"Illudane sesquiterpenoids" 76
"Imidazole alkaloids" 384
"Indole diketopiperazine alkaloids (L-Trp, L-Ala)" 88
"Indole diketopiperazine alkaloids (L-Trp, L-Pro)" 111
"Indole diketopiperazine alkaloids (L-Trp, L-Trp)" 28
"Indole-Diterpenoid alkaloids (Penitrems)" 119
"Indolizidine alkaloids" 290
"Ingenane diterpenoids" 50
"Iphionane sesquiterpenoids" 22
"Iridoids monoterpenoids" 1523
"Irregular monoterpenoids" 65
"Isariotin alkaloids" 7
"Ishwarane sesquiterpenoids" 14
"Isoaurones" 5
"Isocomane sesquiterpenoids" 43
"Isocoumarins" 764
"Isodaucane sesquiterpenoids" 29
"Isoflavanones" 532
"Isoflavones" 1281
"Isofurans" 2
"Isoindole alkaloids" 40
"Isolactarane sesquiterpenoids" 24
"Isoprostanes" 17
"Isoquinoline alkaloids" 2052
"Ivaxillarane sesquiterpenoids" 4
"Jasmonic acids" 85
"Jatrophane diterpenoids" 85
"Jatropholane diterpenoids" 18
"Kaurane and Phyllocladane diterpenoids" 946
"Kavalactones and derivatives" 202
"Labdane diterpenoids" 1217
"Lactam bearing macrolide lactones" 10
"Lactarane sesquiterpenoids" 50
"Lactones" 192
"Ladder polyethers" 46
"Lanostane, Tirucallane and Euphane triterpenoids" 1038
"Lathyrane diterpenoids" 83
"Laurane sesquiterpenoids" 69
"Leukotrienes" 7
"Limonoids" 670
"Linear diarylheptanoids" 481
"Linear peptides" 265
"Linear polyenes" 72
"Linear sesterterpenoids" 64
"Linear tetronates" 5
"Lipopeptides" 56
"Lipoxins" 3
"Lippifoliane sesquiterpenoids" 5
"Lobane diterpenoids" 22
"Long-Chain Bicyclic Phosphotriester" 3
"Longibornane sesquiterpenoids" 22
"Longifolane sesquiterpenoids" 100
"Longipinane sesquiterpenoids" 95
"Luminacins and derivatives" 3
"Lupane triterpenoids" 1852
"m-Terphenyls" 20
"Macrocyclic tetramic acids" 40
"Macrolide lactams" 65
"Macrolide lactones" 324
"Macrotetrolides" 34
"Malabaricane triterpenoids" 34
"Mangicol-type sesterterpenoids" 3
"Marasmane sesquiterpenoids" 23
"Marine-bacterial DPEs" 34
"Megastigmanes" 320
"Melithiazole and Myxothiazole derivatives" 24
"Menthane monoterpenoids" 2152
"Merohemiterpenoids" 180
"Meromonoterpenoids" 105
"Merosesquiterpenoids" 113
"Meroterpenoids with 5- or 6-membered ring" 4
"Meroterpenoids with bridged ring" 10
"Methoxy fatty acids" 30
"Methyl xanthones" 536
"Minor lignans" 187
"Miscellaneous alkaloids" 9
"Miscellaneous apocarotenoids" 69
"Miscellaneous meroterpenoids" 197
"Miscellaneous polyketides" 185
"Mitomycins" 7
"Monacolins and Monacolin derivatives" 61
"Monoacylglycerols" 130
"Monoalkylresorcinols" 7
"Monocarbocyclic sesterterpenoids" 44
"Monocyclic monoterpenoids" 922
"Monocyclic β-lactams" 16
"Monomeric stilbenes" 857
"Monosaccharides" 580
"Morphinan alkaloids" 38
"Mulinane diterpenoids" 25
"Multiflorane triterpenoids" 70
"Mycolic acids" 6
"Mycosporine and Mycosporine-like amino acids" 45
"Myrsinane diterpenoids" 32
"N-acyl amines" 46
"Nagilactone diterpenoids" 57
"Naphthalenes and derivatives" 368
"Naphthalenones" 119
"Naphthoquinones" 1034
"Nardosinane sesquiterpenoids" 37
"Neoflavonoids" 70
"Neohopane triterpenoids" 17
"Neolignans" 892
"Neuroprostanes" 1
"Neutral glycosphingolipids" 144
"Nonadrides" 18
"Norcembrane diterpenoids" 10
"Noreremophilane sesquiterpenoids" 19
"Noreudesmane sesquiterpenoids" 64
"Norkaurane diterpenoids" 167
"Norlabdane diterpenoids" 223
"Norpimarane and Norisopimarane diterpenoids" 139
"Norsesterterpenoids" 45
"Oblogolides" 5
"Obtusane diterpenoids" 4
"Oleanane triterpenoids" 3907
"Oligomeric phloroglucinols (phlorotannins)" 105
"Oligomeric stibenes" 290
"Oligomycins" 50
"Onocerane triterpenoids" 33
"Open-chain polyketides" 769
"Open-chained neoflavonoids" 30
"Ophiobolane sesterterpenoids" 32
"Oplopane sesquiterpenoids" 104
"Oppositane sesquiterpenoids" 29
"Orthosomycins" 16
"Other Docosanoids" 5
"Other Eicosanoids" 16
"Other indole diketopiperazine alkaloids" 56
"Other Octadecanoids" 125
"Other polyketide meroterpenoids" 29
"Oxa-Bridged Macrolides" 14
"Oxasqualenoids" 28
"Oxazole alkaloids" 9
"Oxidized glycerophospholipids" 2
"Oxo fatty acids" 120
"Oxygenated hydrocarbons" 590
"p-Terphenyls" 153
"Pachydictyane diterpenoids" 44
"Pachysanane triterpenoids" 14
"Pacifigorgiane sesquiterpenoids" 21
"Panasinsane sesquiterpenoids" 6
"Paraconic acids and derivatives" 44
"Paraliane diterpenoids" 7
"Parguerane diterpenoids" 11
"Patchoulane sesquiterpenoids" 127
"Paulomycins and derivatives" 12
"Penicillins" 41
"Pentacyclic guanidine alkaloids" 14
"Pentalenane sesquiterpenoids" 38
"Pepluane diterpenoids" 4
"Peptaibols" 20
"Perforane sesquiterpenoids" 9
"Phenalens" 26
"Phenanthrenes" 431
"Phenazine alkaloids" 152
"Phenethylisoquinoline alkaloids" 76
"Phenoxazine alkaloids" 37
"Phenylalanine-derived alkaloids" 76
"Phenylethanoids" 625
"Phenylethylamines" 252
"Phloroglucinol-terpene hybrids" 18
"Phoslactomycins or Phosphazomycins" 14
"Phosphosphingolipids" 1
"Phthalide derivatives" 327
"Phytane diterpenoids" 479
"Phytofurans" 1
"Picrotoxane sesquiterpenoids" 148
"Pimarane and Isopimarane diterpenoids" 517
"Pimprinine alkaloids" 11
"Pinane monoterpenoids" 1331
"Pinguisane sesquiterpenoids" 47
"Piperidine alkaloids" 660
"Plant xanthones" 718
"Platensimycin and Platencins" 24
"Podocarpane diterpenoids" 300
"Polyamines" 298
"Polyene macrolides" 219
"Polyesters" 2
"Polyether ionophores" 183
"Polypodane triterpenoids" 39
"Polyprenol derivatives" 18
"Polyprenylated cyclic polyketides (Hop meroterpenoids)" 354
"Polysaccharides" 178
"Pradimicins" 5
"Pregnane steroids" 453
"Premyrsinane diterpenoids" 8
"Prenyl quinone meroterpenoids" 477
"Prenylated,geranylated phloroglucinols" 65
"Prenylbisabolane diterpenoids" 5
"Prenyleudesmane diterpenoids" 5
"Presilphiperfolane and Probotryane sesquiterpenoids" 26
"Prezizaane sesquiterpenoids" 84
"Primary amides" 2
"Proanthocyanins" 339
"Prodigiosins" 122
"Prostaglandins" 19
"Protoberberine alkaloids" 191
"Protoilludane sesquiterpenoids" 87
"Protopine alkaloids" 78
"Pseudoguaiane sesquiterpenoids" 280
"Pseudopterane diterpenoids" 24
"pteridine alkaloids" 193
"Pterocarpan" 509
"Pulvinones" 108
"Purine alkaloids" 344
"Purine nucleos(t)ides" 436
"Pyranocoumarins" 451
"Pyrazine and Piperazine alkaloids" 98
"Pyridine alkaloids" 1122
"Pyrimidine nucleos(t)ides" 187
"Pyrrocidine tetramate alkaloids" 7
"Pyrrole alkaloids" 172
"Pyrrolidine alkaloids" 177
"Pyrrolizidine alkaloids" 475
"Pyrroloindole alkaloids" 56
"Pyrroloquinoline alkaloids" 113
"Quadrane sesquiterpenoids" 18
"Quassinoids" 227
"Quinazoline alkaloids" 297
"Quinoline alkaloids" 755
"Quinolizidine alkaloids" 627
"Resin glycosides" 84
"Resolvin Ds" 2
"Rhamnofolane diterpenoids" 13
"Rhamnolipids" 12
"Rhizoxins" 7
"RiPPs-Bottromycins" 3
"RiPPs-Cyanobactins" 13
"RiPPs-Lanthipeptides" 74
"RiPPs-Lasso peptides" 55
"RiPPs-Microcins" 8
"RiPPs-Thiopeptides" 59
"Rotenoids" 178
"Rotundane sesquiterpenoids" 15
"Sacculatane diterpenoids" 35
"Salinosporamides" 7
"Santalane sesquiterpenoids" 65
"Saponaceolide triterpenoids" 8
"Sativane sesquiterpenoids" 39
"Saxitoxins" 15
"Scalarane sesterterpenoids" 88
"Secoabietane diterpenoids" 165
"Secochamigrane sesquiterpenoids" 4
"Secoeudesmane sesquiterpenoids" 31
"Secogermacrane sesquiterpenoids" 11
"Secoiridoid monoterpenoids" 513
"Secokaurane diterpenoids" 154
"Secolabdane diterpenoids" 70
"Segetane diterpenoids" 8
"Selaginellins" 9
"Serratane triterpenoids" 81
"Serrulatane and Biflorane diterpenoids" 80
"Shikimic acids and derivatives" 745
"Shionane triterpenoids" 11
"Silphinane sesquiterpenoids" 26
"Silphiperfolane sesquiterpenoids" 29
"Simple amide alkaloids" 77
"Simple aromatic polyketides" 93
"Simple coumarins" 2400
"Simple cyclic polyketides" 85
"Simple diketopiperazine alkaloids" 9
"Simple indole alkaloids" 954
"Simple oxindole alkaloids" 37
"Simple phenolic acids" 2136
"Simple tetramate alkaloids" 14
"Sinularane sesquiterpenoids" 4
"Sophorolipids" 1
"Sorbicilinoids" 65
"Sphaerane diterpenoids" 28
"Sphaeroane diterpenoids" 4
"Sphenolobane diterpenoids" 15
"Sphingoid bases" 60
"Spiroaxane sesquiterpenoids" 8
"Spirodioxynaphthalenes" 31
"Spirostane steroids" 665
"Spirotetronate macrolides" 76
"Spirovetivane sesquiterpenoids" 87
"Spongiane diterpenoids" 110
"Spriromeroterpenoids" 25
"Stemona alkaloids" 73
"Steroidal alkaloids" 582
"Sterpurane sesquiterpenoids" 13
"Stictane triterpenoids" 2
"Stigmastane steroids" 4024
"Stilbenolignans" 19
"Streptothricins and derivatives" 1
"Strobilurins and derivatives" 27
"Strychnos type" 93
"Taraxerane triterpenoids" 309
"Taxane diterpenoids" 378
"Terpenoid alkaloids" 736
"Terpenoid tetrahydroisoquinoline alkaloids" 8
"Tetracyclic diterpenoids" 208
"Tetracyclines" 90
"Tetrahydroisoquinoline alkaloids" 72
"Tetraketide meroterpenoids" 343
"Tetrodotoxins" 43
"Thapsane sesquiterpenoids" 23
"Thia fatty acids" 12
"Thiazole alkaloids" 64
"Thiodiketopiperazine alkaloids" 122
"Thromboxanes" 8
"Thujane monoterpenoids" 728
"Thujopsane sesquiterpenoids" 72
"Tigliane diterpenoids" 15
"Totarane diterpenoids" 66
"Trachylobane diterpenoids" 50
"Tremulane sesquiterpenoids" 34
"Triacylglycerols" 80
"Trichothecane sesquiterpenoids" 194
"Tricyclic guanidine alkaloids" 32
"Triketide meroterpenoids" 70
"Trinervitane diterpenoids" 8
"Tripeptides" 34
"Tropane alkaloids" 361
"Tropolones and derivatives (PKS)" 17
"Tropolones and derivatives (Shikimate)" 6
"Tylosins" 116
"Unsaturated fatty acids" 1391
"Ursane and Taraxastane triterpenoids" 2032
"Usnic acid and derivatives" 123
"Valerane sesquiterpenoids" 26
"Valerenane sesquiterpenoids" 38
"Valparane diterpenoids" 11
"Vancomycins and Teicoplanins" 44
"Verrucosane diterpenoids" 14
"Verticillane diterpenoids" 33
"Villanovane diterpenoids" 4
"Viscidane diterpenoids" 1
"Vitamin D3 and derivatives" 20
"Wax diesters" 63
"Wax monoesters" 839
"Xeniaphyllane diterpenoids" 18
"Xenicane diterpenoids" 80
"Yohimbine-like alkaloids" 126
"Zearalenones" 150
"Zizaane sesquiterpenoids" 24
